year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
1980,Geylang West,na,Teh Cheang Wan,PAP,17585,0.8545
1980,Havelock,na,Hon Sui Sen,PAP,na,na
1980,Henderson,na,Lai Tha Chai,PAP,13363,0.7742
1980,Henderson,na,Lim Kang Chew,WP,3897,0.2258
1980,Jalan Besar,na,Chan Chee Seng,PAP,na,na
1980,Jalan Kayu,na,Hwang Soo Jin,PAP,15275,0.6902
1980,Jalan Kayu,na,M P D Nair,WP,6855,0.3098
1980,Joo Chiat,na,Soon Kia Seng,SDP,2973,0.2582
1980,Joo Chiat,na,Yeoh Ghim Seng,PAP,8542,0.7418
1980,Jurong,na,Ho Kah Leong,PAP,na,na
1980,Kaki Bukit,na,Atim B Ismail,UPF,1496,0.0744
1980,Kaki Bukit,na,Ibrahim Ariff,PKMS,4072,0.2024
1980,Kaki Bukit,na,Saidi Shariff,PAP,14550,0.7232
1980,Kallang,na,Suppiah Dhanabalan,PAP,na,na
1980,Kampong Chai Chee,na,Fong Sip Chee,PAP,15421,0.8122
1980,Kampong Chai Chee,na,Leong Yew Thong,UF,3565,0.1878
1980,Kampong Glam,na,S Rajaratnam,PAP,na,na
1980,Kampong Kembangan,na,Jamal Bin Idris,PKMS,3023,0.2126
1980,Kampong Kembangan,na,Mansor Bin Sukaimi,PAP,11194,0.7874
1980,Kampong Ubi,na,Sahid Bin Sahooman,PKMS,2813,0.1872
1980,Kampong Ubi,na,Sh Ahmad Salim,UPF,1113,0.0741
1980,Kampong Ubi,na,Wan Hussin Zoohri,PAP,11102,0.7387
1980,Katong,na,De Conceicao Joseph Francis,PAP,na,na
1980,Kebun Baru,na,Jantan B Taib,UPF,943,0.0573
1980,Kebun Baru,na,Lim Boon Heng,PAP,13632,0.8283
1980,Kebun Baru,na,Lim Tiong Hock,UF,1883,0.1144
1980,Khe Bong,na,Ho See Beng,PAP,10497,0.7242
1980,Khe Bong,na,Sim Say Chuan,BS,3998,0.2758
1980,Kim Keat,na,Ong Teng Cheong,PAP,na,na
1980,Kim Seng,na,Seow Yong Chew,WP,2682,0.1945
1980,Kim Seng,na,Yeo Ning Hong,PAP,11109,0.8055
1980,Kolam Ayer,na,Mohamed Monsor Rahman,UF,4155,0.1965
1980,Kolam Ayer,na,Sidek B Saniff,PAP,16995,0.8035
1980,Kreta Ayer,na,Goh Keng Swee,PAP,na,na
1980,Kuo Chuan,na,P Selvadurai,PAP,12378,0.7592
1980,Kuo Chuan,na,Sim Chit Giak,BS,3925,0.2408
1980,Leng Kee,na,Ow Chin Hock,PAP,na,na
1980,MacPherson,na,Chua Sian Chin,PAP,15280,0.8689
1980,MacPherson,na,Haji Darus Shariff,UPF,2306,0.1311
1980,Marine Parade,na,Goh Chok Tong,PAP,na,na
1980,Moulmein,na,Sia Khoon Seong,PAP,na,na
1980,Mountbatten,na,Yap Giau Cheng Eugene,PAP,na,na
1980,Nee Soon,na,Koh Lip Lin,PAP,na,na
1980,Pasir Panjang,na,Abbas Abu Amin,PAP,11824,0.7257
1980,Pasir Panjang,na,Zainul Abiddin B Mohd Shah,WP,4470,0.2743
1980,Paya Lebar,na,Sia Kah Hui,PAP,na,na
1980,Potong Pasir,na,Chiam See Tong,SDP,3821,0.4095
1980,Potong Pasir,na,Howe Yoon Chong,PAP,5509,0.5905
1980,Punggol,na,Chua Nguan Key,UF,4585,0.2114
1980,Punggol,na,Ng Kah Ting,PAP,17103,0.7886
1980,Queenstown,na,Jek Yeun Thong,PAP,na,na
1980,Radin Mas,na,M K A Jabbar,PAP,11335,0.6407
1980,Radin Mas,na,Wong Hong Toy,WP,6356,0.3593
1980,River Valley,na,Tay Eng Soon,PAP,na,na
1980,Rochore,na,Toh Chin Chye,PAP,na,na
1980,Sembawang,na,Harbans Singh,UPF,3035,0.1845
1980,Sembawang,na,Tony Tan Keng Yam,PAP,13415,0.8155
1980,Serangoon Gardens,na,Lau Teik Soon,PAP,na,na
1980,Siglap,na,A Rahim Ishak,PAP,11564,0.7791
1980,Siglap,na,R G Scharenguivel,WP,3278,0.2209
1980,Tampines,na,Kasim Ibrahim,UPF,2469,0.1408
1980,Tampines,na,Phua Bah Lee,PAP,15065,0.8592
1980,Tanah Merah,na,Lee Chiaw Meng,PAP,na,na
1980,Tanglin,na,Barker Edmund William,PAP,na,na
1980,Tanjong Pagar,na,Lee Kuan Yew,PAP,11730,0.9274
1980,Tanjong Pagar,na,Lee Mun Hung,UPF,363,0.0287
1980,Tanjong Pagar,na,Wee Lai Seng Johnny,UF,555,0.0439
1980,Telok Ayer,na,Ong Pang Boon,PAP,na,na
1980,Telok Blangah,na,J B Jeyaretnam,WP,8141,0.4698
1980,Telok Blangah,na,Rohan Bin Kamis,PAP,9187,0.5302
1980,Thomson,na,Chau Sik Ting,PAP,na,na
1980,Tiong Bahru,na,Ch'ng Jit Koon,PAP,na,na
1980,Toa Payoh,na,Cheong Yuen Chee,PAP,9872,0.7673
1980,Toa Payoh,na,Ng Ho,BS,2994,0.2327
1980,Ulu Pandan,na,Chiang Hai Ding,PAP,na,na
1980,West Coast,na,M Ramasamy,SJP,2801,0.1557
1980,West Coast,na,Wan Soon Bee,PAP,15185,0.8443
1980,Whampoa,na,Tan Hui Heng Augustine,PAP,na,na
1980,Yio Chu Kang,na,Lau Ping Sum,PAP,11607,0.8753
1980,Yio Chu Kang,na,L S Piaro,UPF,1653,0.1247
1984,Alexandra,na,J C Corera,WP,6053,0.3321
1984,Alexandra,na,Tan Soo Khoon,PAP,12172,0.6679
1984,Aljunied,na,Chin Harn Tong,PAP,na,na
1984,Ang Mo Kio,na,Ang Bee Lian,UPF,3711,0.2725
1984,Ang Mo Kio,na,Yeo Toon Chia,PAP,9909,0.7275
1984,Anson,na,J B Jeyaretnam,WP,9909,0.5681
1984,Anson,na,Ng Pock Too,PAP,7533,0.4319
1984,Ayer Rajah,na,A R Suib,JPS,4575,0.2456
1984,Ayer Rajah,na,Tan Cheng Bock,PAP,14050,0.7544
1984,Bedok,na,Lee Chin Teck,SUF,4941,0.3105
1984,Bedok,na,S Jayakumar,PAP,10972,0.6895
1984,Bo Wen,na,S Vasoo,PAP,10299,0.747
1984,Bo Wen,na,Sh Ahmad Salim,UPF,3488,0.253
1984,Boon Lay,na,Goh Chee Wee,PAP,12490,0.6965
1984,Boon Lay,na,Reveendran Sasi,SUF,5443,0.3035
1984,Boon Teck,na,Ho Tat Kin,PAP,10224,0.5616
1984,Boon Teck,na,Lee Siew Choh,BS,7982,0.4384
1984,Braddell Heights,na,Goh Choon Kang,PAP,na,na
1984,Brickworks,na,Ahmad Mattar,PAP,8389,0.6627
1984,Brickworks,na,Mohd Taib B Saffar,WP,4270,0.3373
1984,Bukit Batok,na,Chai Chong Yii,PAP,14767,0.7827
1984,Bukit Batok,na,Tan Jue Kit,UPF,4099,0.2173
1984,Bukit Merah,na,Lim Chee Onn,PAP,na,na
1984,Bukit Panjang,na,Lee Yiok Seng,PAP,na,na
1984,Bukit Timah,na,Wang Kai Yuen,PAP,na,na
1984,Buona Vista,na,Ang Kok Peng,PAP,na,na
1984,Cairnhill,na,Wong Kwei Cheong,PAP,na,na
1984,Changi,na,Sim Peng Kim,SUF,6353,0.3425
1984,Changi,na,Teo Chong Tee,PAP,12195,0.6575
1984,Changkat,na,Soon Kia Seng,SDP,7297,0.4144
1984,Changkat,na,Aline K Wong,PAP,10310,0.5856
1984,Cheng San,na,Lee Yock Suan,PAP,na,na
1984,Chong Boon,na,Ling How Dung,SDP,8681,0.4398
1984,Chong Boon,na,S Chandra Das,PAP,11058,0.5602
1984,Chua Chu Kang,na,Chan Keng Sieng,WP,10720,0.4435
1984,Chua Chu Kang,na,Tang See Chim,PAP,13254,0.5484
1984,Chua Chu Kang,na,Teo Kim Hoe,UPF,196,0.0081
1984,Clementi,na,Bernard Chen Tien Lap,PAP,na,na
1984,Delta,na,Chua Chwee Huat Peter,WP,5614,0.4128
1984,Delta,na,Yeo Choo Kok,PAP,7987,0.5872
1984,Eunos,na,Chong Tung Shang,SUF,5697,0.3519
1984,Eunos,na,Zulkifli Mohammed,PAP,10494,0.6481
1984,Fengshan,na,Arthur Beng Kian Lam,PAP,11216,0.6513
1984,Fengshan,na,Chng Chin Siah,SUF,6005,0.3487
1984,Geylang Serai,na,Mohamed Monsor Rahman,SUF,7649,0.3443
1984,Geylang Serai,na,Othman Haron Eusofe,PAP,14564,0.6557
1984,Geylang West,na,Lim Tiong Hock,SUF,6847,0.3317
1984,Geylang West,na,Teh Cheang Wan,PAP,13798,0.6683
1984,Henderson,na,Chon Koon Cheong,WP,6793,0.412
1984,Henderson,na,Lai Tha Chai,PAP,9695,0.588
1984,Hong Kah,na,Yeo Cheow Tong,PAP,na,na
1984,Jalan Besar,na,A Balakrishnan,WP,5100,0.3557
1984,Jalan Besar,na,Lee Boon Yang,PAP,9236,0.6443
1984,Jalan Kayu,na,D Nair,WP,11414,0.4878
1984,Jalan Kayu,na,Heng Chiang Meng,PAP,11985,0.5122
1984,Joo Chiat,na,Yeoh Ghim Seng,PAP,na,na
1984,Jurong,na,Ho Kah Leong,PAP,na,na
1984,Kaki Bukit,na,Chew Heng Ching,PAP,10229,0.5228
1984,Kaki Bukit,na,Tan Chee Kien,SUF,9336,0.4772
1984,Kallang,na,A L Sundram,WP,6075,0.3505
1984,Kallang,na,S Dhanabalan,PAP,11256,0.6495
1984,Kampong Chai Chee,na,Fong Sip Chee,PAP,12125,0.5716
1984,Kampong Chai Chee,na,Seow Khee Leng,SUF,9087,0.4284
1984,Kampong Glam,na,S Rajaratnam,PAP,na,na
1984,Kampong Kembangan,na,Mohamed Jufrie Bin Mahmood,WP,8210,0.4429
1984,Kampong Kembangan,na,Yatiman Yusof,PAP,10326,0.5571
1984,Kampong Ubi,na,Hj Abd Rahman Zin,PKMS,4768,0.3627
1984,Kampong Ubi,na,Wan Hussin Zoohri,PAP,8378,0.6373
1984,Kebun Baru,na,Harbans Singh,UPF,3921,0.2416
1984,Kebun Baru,na,Lim Boon Heng,PAP,12311,0.7584
1984,Khe Bong,na,Sim Say Chuan,BS,5525,0.3747
1984,Khe Bong,na,Tang Guan Seng,PAP,9221,0.6253
1984,Kim Keat,na,Ong Teng Cheong,PAP,na,na
1984,Kim Seng,na,Yeo Ning Hong,PAP,na,na
1984,Kolam Ayer,na,G S Roy,WP,9311,0.4209
1984,Kolam Ayer,na,Sidek B Saniff,PAP,12812,0.5791
1984,Kreta Ayer,na,Hu Tsu Tau,PAP,11083,0.8317
1984,Kreta Ayer,na,Lee Mun Hung,Independent,2242,0.1683
1984,Kuo Chuan,na,Sim Chit Giak,BS,6129,0.3545
1984,Kuo Chuan,na,Wong Kan Seng,PAP,11162,0.6455
1984,Leng Kee,na,Armstrong G B,WP,4559,0.3316
1984,Leng Kee,na,Ow Chin Hock,PAP,9190,0.6684
1984,MacPherson,na,Chua Sian Chin,PAP,na,na
1984,Marine Parade,na,De Gracias Gertrude M,SUF,6242,0.2907
1984,Marine Parade,na,Goh Chok Tong,PAP,15228,0.7093
1984,Moulmein,na,Sia Khoon Seong,PAP,na,na
1984,Mountbatten,na,Tan Ah Teng,Independent,3692,0.1868
1984,Mountbatten,na,Eugene Yap Giau Cheng,PAP,16077,0.8132
1984,Nee Soon,na,Koh Lip Lin,PAP,18444,0.7424
1984,Nee Soon,na,Quek Teow Chuan,SUF,6401,0.2576
1984,Pasir Panjang,na,Abbas Abu Amin,PAP,9316,0.5935
1984,Pasir Panjang,na,John Gan Eng Guan,WP,6022,0.3836
1984,Pasir Panjang,na,M Sani Jan,AI,359,0.0229
1984,Paya Lebar,na,Philip Tan Tee Yong,PAP,na,na
1984,Potong Pasir,na,Chiam See Tong,SDP,10128,0.6028
1984,Potong Pasir,na,Mah Bow Tan,PAP,6674,0.3972
1984,Punggol,na,Ng Kah Ting,PAP,14904,0.6509
1984,Punggol,na,Sim Ah Leng,SUF,7995,0.3491
1984,Queenstown,na,Jek Yeun Thong,PAP,na,na
1984,Radin Mas,na,Chng Hee Kok,PAP,9997,0.5378
1984,Radin Mas,na,Wong Hong Toy,WP,8590,0.4622
1984,River Valley,na,Tay Eng Soon,PAP,na,na
1984,Rochore,na,Toh Chin Chye,PAP,na,na
1984,Sembawang,na,Stanley Mariadass,Independent,4652,0.2258
1984,Sembawang,na,Tony Tan Keng Yam,PAP,15948,0.7742
1984,Serangoon Gardens,na,Lau Teik Soon,PAP,na,na
1984,Siglap,na,Abdullah B Tarmugi,PAP,na,na
1984,Tampines,na,Kasmin B Ibrahim,UPF,5032,0.2766
1984,Tampines,na,Phua Bah Lee,PAP,13163,0.7234
1984,Tanah Merah,na,Ibrahim Othman,PAP,11093,0.6808
1984,Tanah Merah,na,Ng Lep Chong,SUF,5201,0.3192
1984,Tanglin,na,E W Barker,PAP,na,na
1984,Tanjong Pagar,na,Lee Kuan Yew,PAP,na,na
1984,Teck Ghee,na,Giam Lai Cheng,UPF,3123,0.1962
1984,Teck Ghee,na,Lee Hsien Loong,PAP,12794,0.8038
1984,Telok Ayer,na,Ong Pang Boon,PAP,na,na
1984,Telok Blangah,na,Koh Lam Son,PAP,10150,0.5502
1984,Telok Blangah,na,Rajaratnam Murugason,WP,8299,0.4498
1984,Thomson,na,Leong Horn Kee,PAP,na,na
1984,Tiong Bahru,na,Ch'ng Jit Koon,PAP,na,na
1984,Toa Payoh,na,Cheong Yuen Chee,PAP,8559,0.6516
1984,Toa Payoh,na,Ng Ho,BS,4576,0.3484
1984,Ulu Pandan,na,Dixie Tan-Lee Mo Chun,PAP,na,na
1984,West Coast,na,M Ramasamy,JPS,6331,0.2428
1984,West Coast,na,Wan Soon Bee,PAP,19745,0.7572
1984,Whampoa,na,Tan Hui Heng Augustine,PAP,na,na
1984,Yio Chu Kang,na,Lau Ping Sum,PAP,11977,0.7666
1984,Yio Chu Kang,na,Munjeet Singh,UPF,3647,0.2334
1984,Yuhua,na,Foo Yee Shoon,PAP,9551,0.6143
1984,Yuhua,na,Lim Ah Yong,SDP,5996,0.3857
1988,Aljunied,GRC,Chin Harn Tong | Wan Hussin B H Zoohri | George Yong-Boon Yeo,PAP,34020,0.5633
1988,Aljunied,GRC,Mohamed Jufrie B Mahmood | Neo Choon Aik | Ashleigh Seow Chuan-Hock,SDP,26375,0.4367
1988,Ang Mo Kio,SMC,Ong Kah Seng,NSP,7044,0.3451
1988,Ang Mo Kio,SMC,Yeo Toon Chia,PAP,13365,0.6549
1988,Ayer Rajah,SMC,Tan Cheng Bock,PAP,14824,0.6955
1988,Ayer Rajah,SMC,Tan Song Gek,WP,6489,0.3045
1988,Bedok,GRC,Gertrude De Gracias | Saraswathy Murugason | Seow Khee Leng,WP,23203,0.4508
1988,Bedok,GRC,Hong Hai | Ibrahim Othman | S Jayakumar,PAP,28266,0.5492
1988,Boon Lay,SMC,Goh Chee Wee,PAP,11317,0.7197
1988,Boon Lay,SMC,Salleh Mohd Bawthan,PKMS,4408,0.2803
1988,Braddell Heights,SMC,Goh Choon Kang,PAP,14862,0.588
1988,Braddell Heights,SMC,Sin Kek Tong,SDP,10412,0.412
1988,Brickworks,GRC,Ahmad Mattar | Chay Wai Chuen | Tan Soo Khoon,PAP,26870,0.6743
1988,Brickworks,GRC,J C Corera | Goh Teng Hoon | Ismail Yaacob,WP,12977,0.3257
1988,Bukit Batok,SMC,Kwan Yue Keng,SDP,10139,0.4406
1988,Bukit Batok,SMC,Ong Chit Chung,PAP,12873,0.5594
1988,Bukit Gombak,SMC,Ling How Doong,SDP,11024,0.4654
1988,Bukit Gombak,SMC,Seet Ai Mee,PAP,12661,0.5346
1988,Bukit Merah,SMC,Lim Chee Onn,PAP,9414,0.6978
1988,Bukit Merah,SMC,Pok Lee Chuen,WP,4077,0.3022
1988,Bukit Panjang,SMC,Ibrahim Ariff,PKMS,3790,0.1186
1988,Bukit Panjang,SMC,Kwek Guan Kwee,SDP,9864,0.3086
1988,Bukit Panjang,SMC,Lee Yiok Seng,PAP,18314,0.5728
1988,Bukit Timah,SMC,Wang Kai Yuen,PAP,na,na
1988,Buona Vista,SMC,Abdul Karim B Abdul Sattar,PKMS,449,0.0313
1988,Buona Vista,SMC,Low Yong Nguan,SDP,5037,0.3511
1988,Buona Vista,SMC,Peter Sung,PAP,8859,0.6176
1988,Cairnhill,SMC,Jimmy Tan Tiang Hoe,SDP,7194,0.3602
1988,Cairnhill,SMC,Wong Kwei Cheong,PAP,12779,0.6398
1988,Changi,SMC,Chiam Yeow Juan,WP,6431,0.4063
1988,Changi,SMC,Teo Chong Tee,PAP,9398,0.5937
1988,Cheng San,GRC,Chandra Das S | Heng Chiang Meng | Lee Yock Suan,PAP,na,na
1988,Chua Chu Kang,SMC,Goh Seng Soon,WP,7597,0.4072
1988,Chua Chu Kang,SMC,Low Seow Chay,PAP,11058,0.5928
1988,Eunos,GRC,Chew Heng Ching | Tay Eng Soon | Zulkifli Mohammed,PAP,36500,0.5089
1988,Eunos,GRC,Lee Siew Choh | Mohd Khalit B Md Baboo | Francis Seow,WP,35221,0.4911
1988,Fengshan,SMC,Arthur Beng Kian Lam,PAP,9507,0.5792
1988,Fengshan,SMC,Chng Chin Siah,WP,6907,0.4208
1988,Hong Kah,GRC,A Nasser Kamaruddin | John Chen Seow Phun | Yeo Cheow Tong,PAP,na,na
1988,Hougang,SMC,Lim Chiu Liang,WP,8342,0.4104
1988,Hougang,SMC,Tang Guan Seng,PAP,11983,0.5896
1988,Jalan Besar,GRC,Lee Boon Yang | Peh Chin Hua | Sidek Bin Saniff,PAP,31604,0.6268
1988,Jalan Besar,GRC,Marsh Edmund Richard | Mohamed Bin Idris | Toh Keng Thong @ Toh Keng Tong,WP,18814,0.3732
1988,Jurong,SMC,Ho Kah Leong,PAP,14769,0.7517
1988,Jurong,SMC,Mohamed Awang,PKMS,4879,0.2483
1988,Kallang,SMC,A L Sundram,WP,6707,0.3387
1988,Kallang,SMC,S Dhanabalan,PAP,13097,0.6613
1988,Kampong Glam,SMC,Frederick De Wind,WP,5800,0.3117
1988,Kampong Glam,SMC,Loh Meng See,PAP,12525,0.6732
1988,Kampong Glam,SMC,M Sani Jan,AI,280,0.0151
1988,Kebun Baru,SMC,Lim Boon Heng,PAP,15734,0.7536
1988,Kebun Baru,SMC,Mohamed Affendy Bin Abdul Rahim,NSP,5145,0.2464
1988,Kim Keat,SMC,Md Shariff Bin Yahya,SDP,3937,0.27
1988,Kim Keat,SMC,Ong Teng Cheong,PAP,10644,0.73
1988,Kim Seng,SMC,Chin Tian Choo,WP,5670,0.331
1988,Kim Seng,SMC,Yeo Ning Hong,PAP,11460,0.669
1988,Kreta Ayer,SMC,Hu Tsu Tau,PAP,13158,0.705
1988,Kreta Ayer,SMC,Loh Fook Cheong,WP,5507,0.295
1988,Leng Kee,SMC,Chua Chwee Huat Peter,WP,7192,0.3504
1988,Leng Kee,SMC,Ow Chin Hock,PAP,13334,0.6496
1988,MacPherson,SMC,Chua Sian Chin,PAP,10453,0.6598
1988,MacPherson,SMC,Kum Teng Hock,NSP,5390,0.3402
1988,Marine Parade,GRC,A R Suib | M Ramasamy | Theng Chin Eng,JPS,14660,0.2619
1988,Marine Parade,GRC,Choo Wee Khiang | Goh Chok Tong | Othman Haron Eusofe,PAP,41325,0.7381
1988,Moulmein,SMC,A Balakrishnan,WP,5817,0.3392
1988,Moulmein,SMC,Sia Khoon Seong,PAP,11334,0.6608
1988,Mountbatten,SMC,Chiam Pan Boon,Independent,3554,0.2185
1988,Mountbatten,SMC,Yap Giau Cheng Eugene,PAP,12712,0.7815
1988,Nee Soon Central,SMC,Cheo Chai Chen,SDP,8944,0.3846
1988,Nee Soon Central,SMC,Giam Lai Cheng,UPF,914,0.0393
1988,Nee Soon Central,SMC,Ng Pock Too,PAP,13396,0.5761
1988,Nee Soon South,SMC,Koh Lip Lin,PAP,13793,0.6488
1988,Nee Soon South,SMC,Munjeet Singh,UPF,932,0.0439
1988,Nee Soon South,SMC,Yong Chu Leong,SDP,6533,0.3073
1988,Pasir Panjang,GRC,Abbas Abu Amin | Bernard Chen Tien Lap | Wan Soon Bee,PAP,38545,0.6157
1988,Pasir Panjang,GRC,Gan Eng Guan | Mohd Taib Sattar | Wee Han Kim,WP,24059,0.3843
1988,Paya Lebar,SMC,Chew David,SDP,11240,0.4764
1988,Paya Lebar,SMC,Philip Tan Tee Yong,PAP,12352,0.5236
1988,Potong Pasir,SMC,Kenneth Chen Koon Lap,PAP,6893,0.3687
1988,Potong Pasir,SMC,Chiam See Tong,SDP,11804,0.6313
1988,Punggol,SMC,Abdul Rasheed s/o Y Abdul Kuthus,SDP,12017,0.4015
1988,Punggol,SMC,Ng Kah Ting,PAP,17914,0.5985
1988,Sembawang,GRC,Ang Bee Lian | Kasim Bin Ibrahim | Harbans Singh,UPF,15436,0.2992
1988,Sembawang,GRC,Chong You Fook Charles | Shanmugam K | Tony Tan Keng Yam,PAP,36154,0.7008
1988,Serangoon Gardens,SMC,Harry Baptist,Independent,5654,0.2583
1988,Serangoon Gardens,SMC,Lau Teik Soon,PAP,16234,0.7417
1988,Siglap,SMC,Abdullah Bin Tarmugi,PAP,12101,0.7373
1988,Siglap,SMC,Chong Tung Shang,WP,4311,0.2627
1988,Tampines,GRC,Abdul Malik Bin Ali | Chan Yeng Cheong | Lim Ah Yong,NSP,23796,0.39
1988,Tampines,GRC,Mah Bow Tan | Aline Wong | Yatiman Yusof,PAP,37216,0.61
1988,Tanglin,SMC,Lew Syn Pau,PAP,na,na
1988,Tanjong Pagar,SMC,Lee Kuan Yew,PAP,14043,0.816
1988,Tanjong Pagar,SMC,M G Guru,Independent,3167,0.184
1988,Teck Ghee,SMC,Lee Hsien Loong,PAP,11512,0.7913
1988,Teck Ghee,SMC,Patrick Leong S C,Independent,3037,0.2087
1988,Telok Blangah,SMC,Koh Lam Son,PAP,11160,0.6421
1988,Telok Blangah,SMC,Tan Soo Phuan,WP,6220,0.3579
1988,Thomson,SMC,Leong Horn Kee,PAP,21514,0.6701
1988,Thomson,SMC,Ng Teck Siong,SDP,10590,0.3299
1988,Tiong Bahru,GRC,Chng Hee Kok | Ch'ng Jit Koon | S Vasoo,PAP,31732,0.5784
1988,Tiong Bahru,GRC,Lim Lye Soon | Low Thia Khiang | Gopalan Nair,WP,23132,0.4216
1988,Toa Payoh,GRC,Davinder Singh | Ho Tat Kin | Wong Kan Seng,PAP,na,na
1988,Ulu Pandan,SMC,George Sita,SDP,6466,0.3093
1988,Ulu Pandan,SMC,Dixie Tan-Lee Mo Chun,PAP,14436,0.6907
1988,Whampoa,SMC,Ken Sunn,NSP,5126,0.4053
1988,Whampoa,SMC,Augustine Tan Hui Heng,PAP,7522,0.5947
1988,Yio Chu Kang,SMC,Lau Ping Sum,PAP,10996,0.7367
1988,Yio Chu Kang,SMC,Rasiah Thiagarajah,NSP,3931,0.2633
1988,Yuhua,SMC,Foo Yee Shoon,PAP,11497,0.6296
1988,Yuhua,SMC,Toh Kim Kiat,SDP,6765,0.3704
1991,Aljunied,GRC,Chin Harn Tong | Ker Sin Tze | Mohamad Maidin B P M | George Yong-Boon Yeo,PAP,na,na
1991,Ang Mo Kio,GRC,Lau Ping Sum | Lee Hsien Loong | Umar Abdul Hamid | Yeo Toon Chia,PAP,na,na
1991,Ayer Rajah,SMC,Aziz Ibrahim,PKMS,4971,0.2484
1991,Ayer Rajah,SMC,Tan Cheng Bock,PAP,15038,0.7516
1991,Bedok,GRC,A Balakrishnan | Lim Chiu Liang J B | Sim Say Chuan | Tan Soo Phuan,WP,30121,0.3802
1991,Bedok,GRC,Abdullah Bin Tarmugi | Beng Kian Lam Arthur | S Jayakumar | Tan Soo Khoon,PAP,49109,0.6198
1991,Boon Lay,SMC,Goh Chee Wee,PAP,10106,0.7327
1991,Boon Lay,SMC,Sahid Bin Sahooman,PKMS,3686,0.2673
1991,Braddell Heights,SMC,Goh Choon Kang,PAP,13454,0.5227
1991,Braddell Heights,SMC,Sin Kek Tong,SDP,12285,0.4773
1991,Brickworks,GRC,Ahmad Mattar | Chay Wai Chuen | Chen Tien Lap Bernard | Wan Soon Bee,PAP,na,na
1991,Bukit Batok,SMC,Kwan Yue Keng,SDP,11347,0.4818
1991,Bukit Batok,SMC,Ong Chit Chung,PAP,12205,0.5182
1991,Bukit Gombak,SMC,Ling How Doong,SDP,12037,0.514
1991,Bukit Gombak,SMC,Seet Ai Mee,PAP,11383,0.486
1991,Bukit Merah,SMC,Ch'ng Jit Koon,PAP,6878,0.6194
1991,Bukit Merah,SMC,Gopalan Nair,WP,4046,0.3643
1991,Bukit Merah,SMC,Patrick Leong Siew Choong,Independent,181,0.0163
1991,Bukit Timah,SMC,Md Sani Jan,Independent,371,0.0168
1991,Bukit Timah,SMC,Wang Kai Yuen,PAP,16080,0.7264
1991,Bukit Timah,SMC,Zeng Guoyuan,WP,5683,0.2568
1991,Buona Vista,SMC,A Karim Sattar,PKMS,2716,0.2058
1991,Buona Vista,SMC,Peter Sung,PAP,10481,0.7942
1991,Changi,SMC,Tan Bin Seng,WP,10901,0.47
1991,Changi,SMC,Teo Chong Tee,PAP,12292,0.53
1991,Cheng San,GRC,Chandra Das S | Heng Chiang Meng | Lee Yock Suan | Michael Lim Chun Leng,PAP,54963,0.6405
1991,Cheng San,GRC,Chng Chin Siah | Chng Wee Hong | De Gracias Gertrude Magdeline | Pok Lee Chuan,NSP,30849,0.3595
1991,Chua Chu Kang,SMC,Harry W Baptist,Independent,1611,0.0761
1991,Chua Chu Kang,SMC,Kwek Guan Kwee,Independent,5071,0.2395
1991,Chua Chu Kang,SMC,Low Seow Chay,PAP,14489,0.6844
1991,Eunos,GRC,Chew Heng Ching | Charles Chong You Fook | Sidek B Saniff | Tay Eng Soon,PAP,45833,0.5238
1991,Eunos,GRC,Lee Siew-Choh | Mohamed Jufrie Mahmood | Neo Choon Aik | Wee Han Kim,WP,41673,0.4762
1991,Hong Kah,GRC,Chen John | Chen Koon Lap Kenneth | Harun Bin A Ghani | Yeo Cheow Tong,PAP,na,na
1991,Hougang,SMC,Low Thia Khiang,WP,10621,0.5282
1991,Hougang,SMC,Tang Guan Seng,PAP,9487,0.4718
1991,Jalan Besar,GRC,Choo Wee Khiang | Lee Boon Yang | Peh Chin Hua | Zulkifli Mohammed,PAP,na,na
1991,Jurong,SMC,John Gan Eng Guan,WP,8965,0.306
1991,Jurong,SMC,Ho Kah Leong,PAP,18843,0.6432
1991,Jurong,SMC,Mohamed Bin Awang,PKMS,1489,0.0508
1991,Kampong Glam,GRC,Loh Meng See | R Sinnakaruppan | Wong Kwei Cheong | Yeo Ning Hong,PAP,na,na
1991,Kreta Ayer,SMC,Hu Tsu Tau,PAP,na,na
1991,Leng Kee,SMC,G K Niddy,Independent,4080,0.2343
1991,Leng Kee,SMC,Ow Chin Hock,PAP,13331,0.7657
1991,Marine Parade,GRC,Aminuddin Bin Ami | Rajasekaran K S M | Suib Bin Abdul Rahman | Theng Chin Eng,JPS,15222,0.2275
1991,Marine Parade,GRC,Goh Chok Tong | Lim Chee Onn | Othman Haron Eusofe | Matthias Yao Chih,PAP,51685,0.7725
1991,Mountbatten,SMC,Yap Giau Cheng Eugene,PAP,11029,0.7795
1991,Mountbatten,SMC,Yen Kim Khooi,Independent,3119,0.2205
1991,Nee Soon Central,SMC,Cheo Chai Chen,SDP,12709,0.5033
1991,Nee Soon Central,SMC,Ng Pock Too,PAP,12541,0.4967
1991,Nee Soon South,SMC,Koh Lip Lin,PAP,13719,0.5276
1991,Nee Soon South,SMC,Low Yong Nguan,SDP,12284,0.4724
1991,Potong Pasir,SMC,Chiam See Tong,SDP,12582,0.6964
1991,Potong Pasir,SMC,Andy Gan Lai Chiang,PAP,5486,0.3036
